product_id,product_name,description,price,discount_percentage,category,brand,stock_quantity,color,size,weight,release_date,rating,reviews_count,seller_name,seller_rating,seller_reviews_count,shipping_method,shipping_cost
512,eleifend donec,Morbi vel lectus in quam fringilla rhoncus.,416.3,25.11,home decor,Wordify,958,Puce,extra large,2.1,2021-12-08,2.3,162,a feugiat,1.8,29,standard,41.17
513,id justo sit,Pellentesque at nulla. Suspendisse potenti.,569.88,11.82,clothing,Tagchat,809,Green,small,3.4,2022-08-05,4.7,353,dui luctus rutrum nulla tellus,4.9,554,express,36.81
514,non quam nec,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,986.81,49.56,beauty,Thoughtworks,920,Fuscia,small,7.9,2017-05-13,3.6,717,consequat dui,1.2,79,express,16.63
515,magnis dis,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,539.79,24.03,home decor,Thoughtmix,396,Khaki,small,6.5,2012-08-22,2.6,701,vestibulum ante ipsum primis in faucibus,3.5,911,standard,13.33
516,viverra pede ac,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",709.73,14.74,home decor,Centizu,221,Fuscia,small,7.8,2015-05-06,1.0,558,sagittis nam congue,3.1,927,free,30.76
517,donec semper,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",80.43,30.09,beauty,Yoveo,738,Puce,large,9.4,2017-12-02,3.2,512,phasellus id,1.5,554,express,11.32
518,ac nibh,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero.",974.96,13.32,clothing,Tagfeed,306,Puce,extra large,9.6,2015-05-04,2.0,734,duis ac nibh fusce lacus,4.9,708,express,30.38
519,semper sapien,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",251.79,8.1,clothing,Kwimbee,903,Indigo,large,6.7,2010-03-17,1.1,722,dictumst etiam faucibus cursus urna,1.4,361,free,29.53
520,suscipit a feugiat et,In hac habitasse platea dictumst.,384.91,17.93,electronics,Eidel,297,Khaki,medium,6.9,2010-04-25,1.1,390,lobortis ligula sit amet eleifend pede,3.9,46,free,0.79
521,morbi a,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",483.64,49.27,electronics,Browsetype,612,Pink,large,2.8,2018-11-18,3.1,260,libero ut massa,3.5,530,standard,39.61
522,ante ipsum primis,Fusce consequat.,990.85,29.73,home decor,Twinder,188,Fuscia,large,8.8,2012-10-12,2.5,868,luctus tincidunt,3.7,941,standard,18.84
523,non mi,Etiam vel augue.,821.74,41.1,electronics,Voonyx,349,Purple,medium,2.0,2011-07-20,3.3,84,duis bibendum,2.3,466,express,40.84
524,primis in faucibus orci,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,927.36,22.49,home decor,Meejo,31,Indigo,large,2.5,2014-03-10,3.6,508,primis,1.1,94,standard,3.3
525,in eleifend,Cras pellentesque volutpat dui.,238.28,8.24,beauty,Centidel,962,Teal,small,3.0,2011-08-04,3.0,478,mauris morbi non lectus aliquam sit,3.6,230,standard,44.85
526,duis consequat,"Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",474.04,26.11,electronics,Yoveo,317,Orange,small,1.4,2021-09-04,1.3,171,interdum,2.0,524,standard,30.53
527,semper sapien a libero,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",789.32,32.88,toys,Brainbox,238,Mauv,extra large,2.6,2016-07-24,2.3,664,mattis pulvinar nulla pede ullamcorper,2.9,281,standard,21.71
528,quam pharetra magna,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,344.87,16.76,toys,LiveZ,129,Khaki,small,3.0,2018-04-09,2.1,356,habitasse platea dictumst maecenas,3.6,790,free,18.17
529,enim leo,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",555.38,22.87,electronics,Yodel,437,Crimson,extra large,0.3,2017-08-14,4.2,82,sed augue aliquam erat,3.2,220,free,29.83
530,metus arcu,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",821.53,36.47,beauty,Centizu,67,Orange,small,1.1,2017-01-23,3.5,20,orci nullam,3.1,838,free,5.84
531,pulvinar sed nisl nunc,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,219.85,11.42,electronics,Camimbo,516,Maroon,medium,8.6,2018-05-13,2.7,682,suspendisse accumsan tortor,3.2,51,free,4.6
532,ut blandit non,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",523.62,26.69,electronics,Riffpath,224,Orange,small,6.5,2020-06-25,2.0,194,nibh quisque id,4.3,319,express,21.73
533,odio cras mi,Donec posuere metus vitae ipsum. Aliquam non mauris.,519.81,13.94,electronics,Dynabox,307,Puce,extra large,4.5,2021-07-18,4.1,832,velit,4.3,39,express,13.33
534,sem sed sagittis nam,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,565.71,36.48,electronics,Meevee,627,Red,small,5.5,2022-06-14,1.4,930,suscipit ligula in,3.9,19,free,5.6
535,faucibus accumsan,Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,543.61,6.13,toys,Agivu,48,Yellow,large,6.7,2017-12-09,4.7,11,parturient montes nascetur ridiculus mus,2.8,491,free,39.75
536,eu nibh quisque,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",572.02,11.99,clothing,Tagpad,221,Maroon,large,5.9,2015-09-07,4.2,13,justo lacinia eget tincidunt eget tempus,1.3,690,express,27.29
537,aliquet massa,Praesent blandit. Nam nulla.,485.3,16.99,electronics,Myworks,965,Puce,extra large,9.0,2017-12-08,4.0,737,mus vivamus,1.1,375,express,2.5
538,in hac habitasse,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",257.15,6.52,clothing,Livetube,602,Crimson,small,4.1,2019-05-17,2.2,394,penatibus et magnis dis,1.4,125,free,10.35
539,proin eu mi,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",42.17,14.08,beauty,Photojam,937,Crimson,large,0.8,2019-07-03,1.4,848,quisque arcu libero rutrum ac lobortis,3.9,927,standard,36.56
540,purus sit,Nulla justo.,107.95,32.6,clothing,Thoughtsphere,67,Mauv,small,2.6,2016-11-20,4.6,417,ut,4.1,643,standard,30.38
541,eget semper rutrum nulla,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",751.56,35.4,electronics,Wordware,244,Crimson,large,9.9,2017-06-24,2.1,966,pede venenatis non sodales,4.3,748,standard,48.39
542,montes nascetur ridiculus,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",792.16,16.34,toys,Meejo,117,Green,large,8.8,2012-12-28,1.0,503,nulla nisl,1.4,531,express,13.85
543,id pretium iaculis diam,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",510.68,8.16,home decor,Plambee,741,Violet,small,7.8,2011-04-08,2.4,746,in,1.5,628,express,21.34
544,id massa id,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",687.78,14.08,toys,Cogilith,845,Red,medium,2.1,2018-06-08,2.2,306,luctus et,4.0,708,express,6.53
545,enim blandit mi,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,409.96,1.54,toys,Skinte,332,Mauv,medium,3.4,2014-03-08,4.5,617,ultrices posuere cubilia curae donec pharetra,2.3,799,free,49.76
546,nulla justo aliquam quis,Vivamus tortor.,295.07,26.09,clothing,Thoughtstorm,50,Blue,extra large,8.5,2015-06-04,4.1,123,justo lacinia eget tincidunt eget,1.7,639,express,14.56
547,amet consectetuer adipiscing elit,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,440.09,31.14,toys,Thoughtbeat,203,Pink,small,2.6,2011-01-24,2.0,503,ligula,2.0,575,free,19.94
548,pede posuere nonummy,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",33.89,13.86,beauty,Kanoodle,366,Violet,large,5.4,2021-01-19,3.2,349,neque vestibulum eget vulputate ut,3.0,309,standard,48.8
549,nunc rhoncus,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",786.94,33.37,home decor,Twimbo,369,Green,medium,2.5,2021-08-29,1.6,641,et commodo,1.1,677,standard,23.46
550,posuere cubilia curae,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,623.35,38.85,beauty,Brainbox,597,Blue,extra large,8.2,2016-10-27,2.2,864,ipsum primis in,4.2,436,free,0.37
551,consectetuer adipiscing elit,Fusce consequat. Nulla nisl. Nunc nisl.,771.09,14.08,beauty,Pixope,914,Goldenrod,small,7.5,2014-07-26,1.6,522,volutpat eleifend donec ut dolor morbi,4.9,239,express,39.34
552,odio donec,Nulla justo.,740.58,10.73,home decor,Shufflebeat,70,Turquoise,small,2.2,2022-03-30,2.7,90,sit amet consectetuer adipiscing,3.5,466,free,34.57
553,auctor gravida sem,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",196.79,1.83,beauty,Kwideo,240,Goldenrod,extra large,6.0,2012-10-30,4.2,609,curae mauris viverra,2.4,9,standard,29.61
554,vestibulum sagittis,In sagittis dui vel nisl. Duis ac nibh.,735.15,45.02,toys,Fanoodle,459,Maroon,medium,5.3,2018-11-18,2.5,853,amet eleifend pede,2.8,887,express,15.27
555,nullam varius,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,838.15,17.97,clothing,Buzzster,189,Khaki,large,4.3,2011-06-07,2.8,701,in sagittis dui vel,4.1,911,free,12.01
556,molestie hendrerit,Fusce consequat.,86.23,7.72,electronics,Jabbertype,194,Aquamarine,small,8.9,2022-04-30,4.6,251,elementum ligula vehicula consequat morbi a,1.5,587,express,2.56
557,rutrum nulla tellus in,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,914.16,18.57,clothing,Thoughtbridge,59,Orange,extra large,7.4,2013-10-03,1.0,513,tortor,1.1,585,standard,9.01
558,congue etiam justo,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",189.69,44.02,home decor,Wikivu,258,Indigo,extra large,7.4,2018-11-14,3.0,172,montes nascetur ridiculus mus etiam,2.5,932,express,21.06
559,dui maecenas tristique est,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",635.39,41.76,electronics,Skynoodle,622,Fuscia,extra large,2.5,2022-12-23,2.3,460,eleifend quam a odio in hac,3.4,154,express,12.12
560,lacus purus aliquet,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",664.03,20.45,toys,Edgeclub,831,Khaki,extra large,1.0,2013-06-23,2.4,4,risus dapibus augue vel accumsan tellus,3.7,590,standard,7.43
561,vel ipsum praesent,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",714.14,39.8,toys,Jaxspan,639,Goldenrod,small,9.3,2014-08-21,4.7,918,blandit non interdum,4.3,314,free,35.24
562,suscipit ligula in,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,56.5,6.88,clothing,Thoughtsphere,136,Blue,small,2.9,2020-09-17,3.9,179,amet eleifend,1.2,454,standard,34.23
563,parturient montes nascetur ridiculus,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,49.24,16.58,beauty,Livetube,232,Crimson,small,6.8,2017-01-18,1.4,382,non velit nec,1.4,256,standard,2.63
564,pede libero quis,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",461.37,36.14,toys,Realfire,330,Maroon,extra large,4.1,2010-10-07,4.2,587,volutpat quam pede lobortis ligula,4.6,944,standard,42.87
565,magnis dis parturient montes,"Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",776.13,19.77,electronics,Buzzshare,887,Aquamarine,large,8.7,2013-04-13,4.6,92,diam id ornare,4.7,602,standard,7.22
566,sed ante,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",616.27,35.94,toys,Meevee,618,Puce,medium,3.5,2018-07-21,2.6,811,turpis adipiscing lorem vitae,2.8,773,free,26.3
567,proin risus praesent,Vivamus tortor. Duis mattis egestas metus.,611.49,42.97,toys,Kaymbo,897,Goldenrod,medium,10.0,2012-07-29,3.9,572,erat volutpat in congue,3.2,677,standard,40.63
568,sed lacus,Nulla ut erat id mauris vulputate elementum.,773.8,35.77,home decor,Jatri,873,Red,extra large,6.1,2017-05-27,3.8,269,at,3.5,63,free,25.02
569,cras non velit,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",247.61,47.48,beauty,Oyope,980,Teal,extra large,7.0,2012-01-12,2.1,951,posuere,2.0,510,free,15.69
570,ante ipsum primis in,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",126.39,40.36,toys,Eayo,933,Red,small,1.0,2021-08-06,1.0,135,tellus semper interdum mauris,1.7,386,express,47.02
571,dis parturient montes nascetur,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",951.03,42.73,home decor,Oyonder,242,Puce,large,7.1,2021-12-27,2.1,522,quis lectus suspendisse,3.2,703,express,37.73
572,maecenas leo,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,312.59,45.06,beauty,LiveZ,307,Purple,small,0.6,2013-08-09,3.4,558,in,2.9,12,standard,3.18
573,leo rhoncus sed,Mauris sit amet eros.,25.38,44.09,beauty,Jaxnation,360,Indigo,large,2.2,2010-02-28,1.4,936,parturient,1.2,662,standard,2.88
574,id lobortis convallis,Integer ac neque. Duis bibendum.,192.97,8.82,toys,Divanoodle,974,Yellow,medium,3.4,2014-07-12,4.7,718,placerat,2.1,688,express,13.34
575,ante vel ipsum praesent,Donec vitae nisi.,401.49,37.78,clothing,Trilia,859,Teal,medium,4.5,2011-08-02,4.3,58,sem fusce consequat,4.6,453,express,30.64
576,in imperdiet,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,894.37,26.45,electronics,Yacero,363,Violet,extra large,5.6,2011-03-30,3.5,998,odio consequat varius integer ac,4.0,20,express,11.33
577,odio justo,Integer ac leo. Pellentesque ultrices mattis odio.,348.72,28.22,toys,Lazz,165,Turquoise,extra large,8.4,2016-12-29,1.2,853,pulvinar lobortis est,1.1,240,express,38.12
578,congue etiam justo,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",62.62,1.64,electronics,Yacero,774,Orange,medium,8.8,2017-04-29,1.5,168,sit amet nulla quisque arcu,1.8,254,free,40.03
579,ultrices posuere,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",432.73,28.42,clothing,Skaboo,264,Turquoise,extra large,2.1,2012-05-28,3.4,562,nisl nunc,3.3,122,standard,22.65
580,elementum ligula vehicula consequat,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",302.16,49.03,beauty,Dabshots,516,Yellow,extra large,7.3,2020-12-26,2.9,83,aliquam convallis nunc proin at,1.3,562,express,48.85
581,sed tristique in,Curabitur at ipsum ac tellus semper interdum.,444.42,39.92,home decor,Quimm,360,Khaki,small,1.0,2016-02-04,2.8,803,libero ut massa,3.7,398,standard,11.09
582,donec pharetra magna,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",942.48,9.25,home decor,Aivee,757,Green,medium,9.3,2015-05-06,4.1,373,diam neque vestibulum eget,3.3,795,free,17.61
583,eros viverra,Praesent blandit lacinia erat.,322.83,37.4,home decor,Wordtune,507,Red,large,5.1,2012-02-09,4.0,849,odio justo sollicitudin ut,1.5,374,standard,15.88
584,bibendum morbi non,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",65.09,14.13,home decor,Linkbridge,827,Indigo,medium,7.6,2018-03-16,5.0,589,felis,2.0,387,free,39.31
585,curabitur in libero,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.,681.23,4.19,beauty,Brainsphere,341,Pink,medium,4.2,2012-12-11,2.2,652,eu mi nulla,2.1,167,express,3.31
586,venenatis lacinia,Vestibulum rutrum rutrum neque.,56.93,6.58,home decor,Yakitri,705,Crimson,small,8.7,2014-05-28,2.5,814,est quam,3.7,687,free,6.41
587,eu sapien,"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",850.55,6.41,beauty,Fivebridge,983,Blue,extra large,6.7,2017-11-09,1.3,105,justo etiam pretium iaculis justo,4.6,417,standard,49.56
588,mauris viverra diam,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",288.31,40.19,beauty,Wordify,933,Orange,large,8.5,2015-12-08,3.4,519,sapien varius ut blandit,2.0,106,express,5.82
589,et commodo vulputate,Etiam vel augue. Vestibulum rutrum rutrum neque.,425.51,49.8,beauty,Riffpath,67,Maroon,medium,5.3,2018-03-05,1.1,252,a suscipit,2.8,835,free,10.33
590,nulla eget eros elementum,Etiam pretium iaculis justo. In hac habitasse platea dictumst.,263.4,36.34,beauty,Wikido,652,Pink,medium,9.9,2011-12-28,1.5,944,aenean sit,1.1,776,express,44.71
591,platea dictumst,Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,355.51,5.72,electronics,Brainverse,726,Indigo,extra large,7.5,2010-10-08,1.9,173,ultrices mattis odio donec vitae nisi,3.1,827,standard,44.37
592,et commodo vulputate,Duis bibendum. Morbi non quam nec dui luctus rutrum.,658.38,20.74,electronics,Linktype,859,Fuscia,small,8.7,2014-09-11,2.1,675,morbi non,3.5,436,express,5.39
593,faucibus orci luctus,Maecenas rhoncus aliquam lacus.,910.15,3.11,clothing,Voonte,128,Red,large,6.6,2022-01-25,3.9,276,eu massa donec,1.4,745,free,19.46
594,morbi odio odio,Nunc purus. Phasellus in felis.,280.69,31.22,beauty,Jabberstorm,957,Red,large,4.8,2014-09-26,1.3,987,in porttitor pede,4.6,158,free,16.26
595,enim sit amet,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",117.22,0.04,beauty,Dabshots,117,Yellow,large,5.9,2013-03-11,1.2,824,integer tincidunt,1.6,914,free,12.89
596,consequat ut nulla,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl.",913.28,45.29,toys,Flipstorm,939,Goldenrod,large,4.6,2015-07-17,3.6,174,in hac habitasse platea dictumst aliquam,3.8,803,free,12.42
597,curabitur gravida nisi at,Ut tellus.,201.95,40.25,electronics,Rhyloo,229,Turquoise,medium,5.6,2018-01-08,4.4,930,duis bibendum felis sed interdum venenatis,4.9,430,standard,16.9
598,duis bibendum felis,Vivamus tortor. Duis mattis egestas metus.,823.35,47.11,home decor,Realbridge,323,Goldenrod,extra large,5.3,2016-01-31,4.8,928,nam,2.7,846,express,36.75
599,quis orci,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.,848.16,25.15,beauty,Fanoodle,497,Red,medium,4.4,2017-07-27,1.8,77,erat vestibulum sed,4.8,263,standard,4.01
600,luctus nec molestie,In congue. Etiam justo. Etiam pretium iaculis justo.,443.79,12.97,electronics,Kare,173,Puce,medium,2.8,2019-04-04,3.0,971,vulputate luctus cum sociis natoque,1.1,60,free,26.53
601,cubilia curae donec pharetra,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",941.92,34.95,home decor,Voolith,103,Violet,small,3.6,2018-02-11,4.9,314,eleifend quam a odio,2.8,50,standard,31.38
602,vel nisl,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",348.78,4.32,clothing,Voonte,161,Khaki,extra large,6.8,2011-08-28,4.3,548,ornare imperdiet sapien urna pretium,3.3,239,free,18.9
603,mus etiam vel augue,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,122.74,28.84,home decor,Eabox,647,Teal,extra large,1.9,2011-03-04,4.0,986,ac enim in tempor turpis nec,2.1,16,express,46.68
604,massa id,Morbi vel lectus in quam fringilla rhoncus.,145.24,47.86,home decor,Roodel,947,Fuscia,large,5.1,2013-10-14,3.7,944,id ligula suspendisse ornare consequat,4.5,958,express,31.19
605,a suscipit,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,489.37,41.32,toys,Quamba,1,Khaki,extra large,7.7,2016-03-17,3.7,29,sed justo pellentesque viverra pede,2.8,18,free,8.37
606,porttitor id,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",863.74,19.23,home decor,Midel,414,Puce,small,4.7,2011-03-23,4.2,398,sed,3.5,749,express,47.97
607,elementum pellentesque quisque porta,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",960.32,40.73,clothing,Snaptags,796,Fuscia,extra large,9.5,2015-07-03,1.8,559,vulputate nonummy,5.0,328,standard,11.22
608,placerat praesent blandit,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,456.47,32.07,toys,Skivee,956,Aquamarine,medium,1.2,2022-07-01,4.2,156,nibh quisque id justo sit amet,2.4,729,free,29.19
609,amet erat,Suspendisse potenti. In eleifend quam a odio.,204.3,28.55,toys,Oyondu,242,Crimson,medium,2.3,2010-10-21,2.3,562,diam id ornare,1.1,783,free,11.12
610,elit ac nulla sed,Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,996.16,28.75,electronics,Wikido,663,Fuscia,medium,4.1,2014-02-22,1.7,988,accumsan,4.9,515,express,41.38
611,sollicitudin vitae consectetuer eget,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",337.3,7.01,toys,Skipstorm,342,Yellow,medium,5.2,2016-12-06,5.0,128,donec diam neque vestibulum,4.2,819,express,45.6
612,morbi non,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",103.67,48.85,home decor,Zoombeat,475,Aquamarine,medium,8.5,2014-12-21,3.9,364,potenti nullam porttitor,2.6,765,express,47.93
613,amet eleifend pede libero,Praesent lectus.,872.9,8.28,toys,Fanoodle,305,Green,small,9.3,2010-07-28,1.8,621,eu,3.8,681,standard,24.68
614,ut massa volutpat convallis,"Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",211.75,6.29,beauty,Zoomlounge,847,Purple,medium,6.2,2020-09-07,1.9,526,nam tristique,3.7,199,free,11.63
615,habitasse platea dictumst,Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,218.04,35.29,toys,Feedmix,573,Violet,large,1.5,2017-09-03,1.8,661,turpis donec posuere metus vitae ipsum,2.7,555,free,39.04
